500 500
1250 Loc_250 5000.0
1251 Loc_251 5000.0
1252 Loc_252 5000.0
1253 Loc_253 5000.0
1254 Loc_254 5000.0
1255 Loc_255 5000.0
1256 Loc_256 5000.0
1257 Loc_257 5000.0
1258 Loc_258 5000.0
1259 Loc_259 5000.0
1260 Loc_260 5000.0
1261 Loc_261 5000.0
1262 Loc_262 5000.0
1263 Loc_263 5000.0
1264 Loc_264 5000.0
1265 Loc_265 5000.0
1266 Loc_266 5000.0
1267 Loc_267 5000.0
1268 Loc_268 5000.0
1269 Loc_269 5000.0
1270 Loc_270 5000.0
1271 Loc_271 5000.0
1272 Loc_272 5000.0
1273 Loc_273 5000.0
1274 Loc_274 5000.0
1275 Loc_275 5000.0
1276 Loc_276 5000.0
1277 Loc_277 5000.0
1278 Loc_278 5000.0
1279 Loc_279 5000.0
1280 Loc_280 5000.0
1281 Loc_281 5000.0
1282 Loc_282 5000.0
1283 Loc_283 5000.0
1284 Loc_284 5000.0
1285 Loc_285 5000.0
1286 Loc_286 5000.0
1287 Loc_287 5000.0
1288 Loc_288 5000.0
1289 Loc_289 5000.0
1290 Loc_290 5000.0
1291 Loc_291 5000.0
1292 Loc_292 5000.0
1293 Loc_293 5000.0
1294 Loc_294 5000.0
1295 Loc_295 5000.0
1296 Loc_296 5000.0
1297 Loc_297 5000.0
1298 Loc_298 5000.0
1299 Loc_299 5000.0
1300 Loc_300 5000.0
1301 Loc_301 5000.0
1302 Loc_302 5000.0
1303 Loc_303 5000.0
1304 Loc_304 5000.0
1305 Loc_305 5000.0
1306 Loc_306 5000.0
1307 Loc_307 5000.0
1308 Loc_308 5000.0
1309 Loc_309 5000.0
1310 Loc_310 5000.0
1311 Loc_311 5000.0
1312 Loc_312 5000.0
1313 Loc_313 5000.0
1314 Loc_314 5000.0
1315 Loc_315 5000.0
1316 Loc_316 5000.0
1317 Loc_317 5000.0
1318 Loc_318 5000.0
1319 Loc_319 5000.0
1320 Loc_320 5000.0
1321 Loc_321 5000.0
1322 Loc_322 5000.0
1323 Loc_323 5000.0
1324 Loc_324 5000.0
1325 Loc_325 5000.0
1326 Loc_326 5000.0
1327 Loc_327 5000.0
1328 Loc_328 5000.0
1329 Loc_329 5000.0
1330 Loc_330 5000.0
1331 Loc_331 5000.0
1332 Loc_332 5000.0
1333 Loc_333 5000.0
1334 Loc_334 5000.0
1335 Loc_335 5000.0
1336 Loc_336 5000.0
1337 Loc_337 5000.0
1338 Loc_338 5000.0
1339 Loc_339 5000.0
1340 Loc_340 5000.0
1341 Loc_341 5000.0
1342 Loc_342 5000.0
1343 Loc_343 5000.0
1344 Loc_344 5000.0
1345 Loc_345 5000.0
1346 Loc_346 5000.0
1347 Loc_347 5000.0
1348 Loc_348 5000.0
1349 Loc_349 5000.0
1350 Loc_350 5000.0
1351 Loc_351 5000.0
1352 Loc_352 5000.0
1353 Loc_353 5000.0
1354 Loc_354 5000.0
1355 Loc_355 5000.0
1356 Loc_356 5000.0
1357 Loc_357 5000.0
1358 Loc_358 5000.0
1359 Loc_359 5000.0
1360 Loc_360 5000.0
1361 Loc_361 5000.0
1362 Loc_362 5000.0
1363 Loc_363 5000.0
1364 Loc_364 5000.0
1365 Loc_365 5000.0
1366 Loc_366 5000.0
1367 Loc_367 5000.0
1368 Loc_368 5000.0
1369 Loc_369 5000.0
1370 Loc_370 5000.0
1371 Loc_371 5000.0
1372 Loc_372 5000.0
1373 Loc_373 5000.0
1374 Loc_374 5000.0
1375 Loc_375 5000.0
1376 Loc_376 5000.0
1377 Loc_377 5000.0
1378 Loc_378 5000.0
1379 Loc_379 5000.0
1380 Loc_380 5000.0
1381 Loc_381 5000.0
1382 Loc_382 5000.0
1383 Loc_383 5000.0
1384 Loc_384 5000.0
1385 Loc_385 5000.0
1386 Loc_386 5000.0
1387 Loc_387 5000.0
1388 Loc_388 5000.0
1389 Loc_389 5000.0
1390 Loc_390 5000.0
1391 Loc_391 5000.0
1392 Loc_392 5000.0
1393 Loc_393 5000.0
1394 Loc_394 5000.0
1395 Loc_395 5000.0
1396 Loc_396 5000.0
1397 Loc_397 5000.0
1398 Loc_398 5000.0
1399 Loc_399 5000.0
1400 Loc_400 5000.0
1401 Loc_401 5000.0
1402 Loc_402 5000.0
1403 Loc_403 5000.0
1404 Loc_404 5000.0
1405 Loc_405 5000.0
1406 Loc_406 5000.0
1407 Loc_407 5000.0
1408 Loc_408 5000.0
1409 Loc_409 5000.0
1410 Loc_410 5000.0
1411 Loc_411 5000.0
1412 Loc_412 5000.0
1413 Loc_413 5000.0
1414 Loc_414 5000.0
1415 Loc_415 5000.0
1416 Loc_416 5000.0
1417 Loc_417 5000.0
1418 Loc_418 5000.0
1419 Loc_419 5000.0
1420 Loc_420 5000.0
1421 Loc_421 5000.0
1422 Loc_422 5000.0
1423 Loc_423 5000.0
1424 Loc_424 5000.0
1425 Loc_425 5000.0
1426 Loc_426 5000.0
1427 Loc_427 5000.0
1428 Loc_428 5000.0
1429 Loc_429 5000.0
1430 Loc_430 5000.0
1431 Loc_431 5000.0
1432 Loc_432 5000.0
1433 Loc_433 5000.0
1434 Loc_434 5000.0
1435 Loc_435 5000.0
1436 Loc_436 5000.0
1437 Loc_437 5000.0
1438 Loc_438 5000.0
1439 Loc_439 5000.0
1440 Loc_440 5000.0
1441 Loc_441 5000.0
1442 Loc_442 5000.0
1443 Loc_443 5000.0
1444 Loc_444 5000.0
1445 Loc_445 5000.0
1446 Loc_446 5000.0
1447 Loc_447 5000.0
1448 Loc_448 5000.0
1449 Loc_449 5000.0
1450 Loc_450 5000.0
1451 Loc_451 5000.0
1452 Loc_452 5000.0
1453 Loc_453 5000.0
1454 Loc_454 5000.0
1455 Loc_455 5000.0
1456 Loc_456 5000.0
1457 Loc_457 5000.0
1458 Loc_458 5000.0
1459 Loc_459 5000.0
1460 Loc_460 5000.0
1461 Loc_461 5000.0
1462 Loc_462 5000.0
1463 Loc_463 5000.0
1464 Loc_464 5000.0
1465 Loc_465 5000.0
1466 Loc_466 5000.0
1467 Loc_467 5000.0
1468 Loc_468 5000.0
1469 Loc_469 5000.0
1470 Loc_470 5000.0
1471 Loc_471 5000.0
1472 Loc_472 5000.0
1473 Loc_473 5000.0
1474 Loc_474 5000.0
1475 Loc_475 5000.0
1476 Loc_476 5000.0
1477 Loc_477 5000.0
1478 Loc_478 5000.0
1479 Loc_479 5000.0
1480 Loc_480 5000.0
1481 Loc_481 5000.0
1482 Loc_482 5000.0
1483 Loc_483 5000.0
1484 Loc_484 5000.0
1485 Loc_485 5000.0
1486 Loc_486 5000.0
1487 Loc_487 5000.0
1488 Loc_488 5000.0
1489 Loc_489 5000.0
1490 Loc_490 5000.0
1491 Loc_491 5000.0
1492 Loc_492 5000.0
1493 Loc_493 5000.0
1494 Loc_494 5000.0
1495 Loc_495 5000.0
1496 Loc_496 5000.0
1497 Loc_497 5000.0
1498 Loc_498 5000.0
1499 Loc_499 5000.0
0 Item_0 2.0 10.0
1 Item_1 2.0 10.0
2 Item_2 2.0 10.0
3 Item_3 2.0 10.0
4 Item_4 2.0 10.0
5 Item_5 2.0 10.0
6 Item_6 2.0 10.0
7 Item_7 2.0 10.0
8 Item_8 2.0 10.0
9 Item_9 2.0 10.0
10 Item_10 2.0 10.0
11 Item_11 2.0 10.0
12 Item_12 2.0 10.0
13 Item_13 2.0 10.0
14 Item_14 2.0 10.0
15 Item_15 2.0 10.0
16 Item_16 2.0 10.0
17 Item_17 2.0 10.0
18 Item_18 2.0 10.0
19 Item_19 2.0 10.0
20 Item_20 2.0 10.0
21 Item_21 2.0 10.0
22 Item_22 2.0 10.0
23 Item_23 2.0 10.0
24 Item_24 2.0 10.0
25 Item_25 2.0 10.0
26 Item_26 2.0 10.0
27 Item_27 2.0 10.0
28 Item_28 2.0 10.0
29 Item_29 2.0 10.0
30 Item_30 2.0 10.0
31 Item_31 2.0 10.0
32 Item_32 2.0 10.0
33 Item_33 2.0 10.0
34 Item_34 2.0 10.0
35 Item_35 2.0 10.0
36 Item_36 2.0 10.0
37 Item_37 2.0 10.0
38 Item_38 2.0 10.0
39 Item_39 2.0 10.0
40 Item_40 2.0 10.0
41 Item_41 2.0 10.0
42 Item_42 2.0 10.0
43 Item_43 2.0 10.0
44 Item_44 2.0 10.0
45 Item_45 2.0 10.0
46 Item_46 2.0 10.0
47 Item_47 2.0 10.0
48 Item_48 2.0 10.0
49 Item_49 2.0 10.0
50 Item_50 2.0 10.0
51 Item_51 2.0 10.0
52 Item_52 2.0 10.0
53 Item_53 2.0 10.0
54 Item_54 2.0 10.0
55 Item_55 2.0 10.0
56 Item_56 2.0 10.0
57 Item_57 2.0 10.0
58 Item_58 2.0 10.0
59 Item_59 2.0 10.0
60 Item_60 2.0 10.0
61 Item_61 2.0 10.0
62 Item_62 2.0 10.0
63 Item_63 2.0 10.0
64 Item_64 2.0 10.0
65 Item_65 2.0 10.0
66 Item_66 2.0 10.0
67 Item_67 2.0 10.0
68 Item_68 2.0 10.0
69 Item_69 2.0 10.0
70 Item_70 2.0 10.0
71 Item_71 2.0 10.0
72 Item_72 2.0 10.0
73 Item_73 2.0 10.0
74 Item_74 2.0 10.0
75 Item_75 2.0 10.0
76 Item_76 2.0 10.0
77 Item_77 2.0 10.0
78 Item_78 2.0 10.0
79 Item_79 2.0 10.0
80 Item_80 2.0 10.0
81 Item_81 2.0 10.0
82 Item_82 2.0 10.0
83 Item_83 2.0 10.0
84 Item_84 2.0 10.0
85 Item_85 2.0 10.0
86 Item_86 2.0 10.0
87 Item_87 2.0 10.0
88 Item_88 2.0 10.0
89 Item_89 2.0 10.0
90 Item_90 2.0 10.0
91 Item_91 2.0 10.0
92 Item_92 2.0 10.0
93 Item_93 2.0 10.0
94 Item_94 2.0 10.0
95 Item_95 2.0 10.0
96 Item_96 2.0 10.0
97 Item_97 2.0 10.0
98 Item_98 2.0 10.0
99 Item_99 2.0 10.0
100 Item_100 2.0 10.0
101 Item_101 2.0 10.0
102 Item_102 2.0 10.0
103 Item_103 2.0 10.0
104 Item_104 2.0 10.0
105 Item_105 2.0 10.0
106 Item_106 2.0 10.0
107 Item_107 2.0 10.0
108 Item_108 2.0 10.0
109 Item_109 2.0 10.0
110 Item_110 2.0 10.0
111 Item_111 2.0 10.0
112 Item_112 2.0 10.0
113 Item_113 2.0 10.0
114 Item_114 2.0 10.0
115 Item_115 2.0 10.0
116 Item_116 2.0 10.0
117 Item_117 2.0 10.0
118 Item_118 2.0 10.0
119 Item_119 2.0 10.0
120 Item_120 2.0 10.0
121 Item_121 2.0 10.0
122 Item_122 2.0 10.0
123 Item_123 2.0 10.0
124 Item_124 2.0 10.0
125 Item_125 2.0 10.0
126 Item_126 2.0 10.0
127 Item_127 2.0 10.0
128 Item_128 2.0 10.0
129 Item_129 2.0 10.0
130 Item_130 2.0 10.0
131 Item_131 2.0 10.0
132 Item_132 2.0 10.0
133 Item_133 2.0 10.0
134 Item_134 2.0 10.0
135 Item_135 2.0 10.0
136 Item_136 2.0 10.0
137 Item_137 2.0 10.0
138 Item_138 2.0 10.0
139 Item_139 2.0 10.0
140 Item_140 2.0 10.0
141 Item_141 2.0 10.0
142 Item_142 2.0 10.0
143 Item_143 2.0 10.0
144 Item_144 2.0 10.0
145 Item_145 2.0 10.0
146 Item_146 2.0 10.0
147 Item_147 2.0 10.0
148 Item_148 2.0 10.0
149 Item_149 2.0 10.0
150 Item_150 2.0 10.0
151 Item_151 2.0 10.0
152 Item_152 2.0 10.0
153 Item_153 2.0 10.0
154 Item_154 2.0 10.0
155 Item_155 2.0 10.0
156 Item_156 2.0 10.0
157 Item_157 2.0 10.0
158 Item_158 2.0 10.0
159 Item_159 2.0 10.0
160 Item_160 2.0 10.0
161 Item_161 2.0 10.0
162 Item_162 2.0 10.0
163 Item_163 2.0 10.0
164 Item_164 2.0 10.0
165 Item_165 2.0 10.0
166 Item_166 2.0 10.0
167 Item_167 2.0 10.0
168 Item_168 2.0 10.0
169 Item_169 2.0 10.0
170 Item_170 2.0 10.0
171 Item_171 2.0 10.0
172 Item_172 2.0 10.0
173 Item_173 2.0 10.0
174 Item_174 2.0 10.0
175 Item_175 2.0 10.0
176 Item_176 2.0 10.0
177 Item_177 2.0 10.0
178 Item_178 2.0 10.0
179 Item_179 2.0 10.0
180 Item_180 2.0 10.0
181 Item_181 2.0 10.0
182 Item_182 2.0 10.0
183 Item_183 2.0 10.0
184 Item_184 2.0 10.0
185 Item_185 2.0 10.0
186 Item_186 2.0 10.0
187 Item_187 2.0 10.0
188 Item_188 2.0 10.0
189 Item_189 2.0 10.0
190 Item_190 2.0 10.0
191 Item_191 2.0 10.0
192 Item_192 2.0 10.0
193 Item_193 2.0 10.0
194 Item_194 2.0 10.0
195 Item_195 2.0 10.0
196 Item_196 2.0 10.0
197 Item_197 2.0 10.0
198 Item_198 2.0 10.0
199 Item_199 2.0 10.0
200 Item_200 2.0 10.0
201 Item_201 2.0 10.0
202 Item_202 2.0 10.0
203 Item_203 2.0 10.0
204 Item_204 2.0 10.0
205 Item_205 2.0 10.0
206 Item_206 2.0 10.0
207 Item_207 2.0 10.0
208 Item_208 2.0 10.0
209 Item_209 2.0 10.0
210 Item_210 2.0 10.0
211 Item_211 2.0 10.0
212 Item_212 2.0 10.0
213 Item_213 2.0 10.0
214 Item_214 2.0 10.0
215 Item_215 2.0 10.0
216 Item_216 2.0 10.0
217 Item_217 2.0 10.0
218 Item_218 2.0 10.0
219 Item_219 2.0 10.0
220 Item_220 2.0 10.0
221 Item_221 2.0 10.0
222 Item_222 2.0 10.0
223 Item_223 2.0 10.0
224 Item_224 2.0 10.0
225 Item_225 2.0 10.0
226 Item_226 2.0 10.0
227 Item_227 2.0 10.0
228 Item_228 2.0 10.0
229 Item_229 2.0 10.0
230 Item_230 2.0 10.0
231 Item_231 2.0 10.0
232 Item_232 2.0 10.0
233 Item_233 2.0 10.0
234 Item_234 2.0 10.0
235 Item_235 2.0 10.0
236 Item_236 2.0 10.0
237 Item_237 2.0 10.0
238 Item_238 2.0 10.0
239 Item_239 2.0 10.0
240 Item_240 2.0 10.0
241 Item_241 2.0 10.0
242 Item_242 2.0 10.0
243 Item_243 2.0 10.0
244 Item_244 2.0 10.0
245 Item_245 2.0 10.0
246 Item_246 2.0 10.0
247 Item_247 2.0 10.0
248 Item_248 2.0 10.0
249 Item_249 2.0 10.0
250 Item_250 2.0 10.0
251 Item_251 2.0 10.0
252 Item_252 2.0 10.0
253 Item_253 2.0 10.0
254 Item_254 2.0 10.0
255 Item_255 2.0 10.0
256 Item_256 2.0 10.0
257 Item_257 2.0 10.0
258 Item_258 2.0 10.0
259 Item_259 2.0 10.0
260 Item_260 2.0 10.0
261 Item_261 2.0 10.0
262 Item_262 2.0 10.0
263 Item_263 2.0 10.0
264 Item_264 2.0 10.0
265 Item_265 2.0 10.0
266 Item_266 2.0 10.0
267 Item_267 2.0 10.0
268 Item_268 2.0 10.0
269 Item_269 2.0 10.0
270 Item_270 2.0 10.0
271 Item_271 2.0 10.0
272 Item_272 2.0 10.0
273 Item_273 2.0 10.0
274 Item_274 2.0 10.0
275 Item_275 2.0 10.0
276 Item_276 2.0 10.0
277 Item_277 2.0 10.0
278 Item_278 2.0 10.0
279 Item_279 2.0 10.0
280 Item_280 2.0 10.0
281 Item_281 2.0 10.0
282 Item_282 2.0 10.0
283 Item_283 2.0 10.0
284 Item_284 2.0 10.0
285 Item_285 2.0 10.0
286 Item_286 2.0 10.0
287 Item_287 2.0 10.0
288 Item_288 2.0 10.0
289 Item_289 2.0 10.0
290 Item_290 2.0 10.0
291 Item_291 2.0 10.0
292 Item_292 2.0 10.0
293 Item_293 2.0 10.0
294 Item_294 2.0 10.0
295 Item_295 2.0 10.0
296 Item_296 2.0 10.0
297 Item_297 2.0 10.0
298 Item_298 2.0 10.0
299 Item_299 2.0 10.0
300 Item_300 2.0 10.0
301 Item_301 2.0 10.0
302 Item_302 2.0 10.0
303 Item_303 2.0 10.0
304 Item_304 2.0 10.0
305 Item_305 2.0 10.0
306 Item_306 2.0 10.0
307 Item_307 2.0 10.0
308 Item_308 2.0 10.0
309 Item_309 2.0 10.0
310 Item_310 2.0 10.0
311 Item_311 2.0 10.0
312 Item_312 2.0 10.0
313 Item_313 2.0 10.0
314 Item_314 2.0 10.0
315 Item_315 2.0 10.0
316 Item_316 2.0 10.0
317 Item_317 2.0 10.0
318 Item_318 2.0 10.0
319 Item_319 2.0 10.0
320 Item_320 2.0 10.0
321 Item_321 2.0 10.0
322 Item_322 2.0 10.0
323 Item_323 2.0 10.0
324 Item_324 2.0 10.0
325 Item_325 2.0 10.0
326 Item_326 2.0 10.0
327 Item_327 2.0 10.0
328 Item_328 2.0 10.0
329 Item_329 2.0 10.0
330 Item_330 2.0 10.0
331 Item_331 2.0 10.0
332 Item_332 2.0 10.0
333 Item_333 2.0 10.0
334 Item_334 2.0 10.0
335 Item_335 2.0 10.0
336 Item_336 2.0 10.0
337 Item_337 2.0 10.0
338 Item_338 2.0 10.0
339 Item_339 2.0 10.0
340 Item_340 2.0 10.0
341 Item_341 2.0 10.0
342 Item_342 2.0 10.0
343 Item_343 2.0 10.0
344 Item_344 2.0 10.0
345 Item_345 2.0 10.0
346 Item_346 2.0 10.0
347 Item_347 2.0 10.0
348 Item_348 2.0 10.0
349 Item_349 2.0 10.0
350 Item_350 2.0 10.0
351 Item_351 2.0 10.0
352 Item_352 2.0 10.0
353 Item_353 2.0 10.0
354 Item_354 2.0 10.0
355 Item_355 2.0 10.0
356 Item_356 2.0 10.0
357 Item_357 2.0 10.0
358 Item_358 2.0 10.0
359 Item_359 2.0 10.0
360 Item_360 2.0 10.0
361 Item_361 2.0 10.0
362 Item_362 2.0 10.0
363 Item_363 2.0 10.0
364 Item_364 2.0 10.0
365 Item_365 2.0 10.0
366 Item_366 2.0 10.0
367 Item_367 2.0 10.0
368 Item_368 2.0 10.0
369 Item_369 2.0 10.0
370 Item_370 2.0 10.0
371 Item_371 2.0 10.0
372 Item_372 2.0 10.0
373 Item_373 2.0 10.0
374 Item_374 2.0 10.0
375 Item_375 2.0 10.0
376 Item_376 2.0 10.0
377 Item_377 2.0 10.0
378 Item_378 2.0 10.0
379 Item_379 2.0 10.0
380 Item_380 2.0 10.0
381 Item_381 2.0 10.0
382 Item_382 2.0 10.0
383 Item_383 2.0 10.0
384 Item_384 2.0 10.0
385 Item_385 2.0 10.0
386 Item_386 2.0 10.0
387 Item_387 2.0 10.0
388 Item_388 2.0 10.0
389 Item_389 2.0 10.0
390 Item_390 2.0 10.0
391 Item_391 2.0 10.0
392 Item_392 2.0 10.0
393 Item_393 2.0 10.0
394 Item_394 2.0 10.0
395 Item_395 2.0 10.0
396 Item_396 2.0 10.0
397 Item_397 2.0 10.0
398 Item_398 2.0 10.0
399 Item_399 2.0 10.0
400 Item_400 2.0 10.0
401 Item_401 2.0 10.0
402 Item_402 2.0 10.0
403 Item_403 2.0 10.0
404 Item_404 2.0 10.0
405 Item_405 2.0 10.0
406 Item_406 2.0 10.0
407 Item_407 2.0 10.0
408 Item_408 2.0 10.0
409 Item_409 2.0 10.0
410 Item_410 2.0 10.0
411 Item_411 2.0 10.0
412 Item_412 2.0 10.0
413 Item_413 2.0 10.0
414 Item_414 2.0 10.0
415 Item_415 2.0 10.0
416 Item_416 2.0 10.0
417 Item_417 2.0 10.0
418 Item_418 2.0 10.0
419 Item_419 2.0 10.0
420 Item_420 2.0 10.0
421 Item_421 2.0 10.0
422 Item_422 2.0 10.0
423 Item_423 2.0 10.0
424 Item_424 2.0 10.0
425 Item_425 2.0 10.0
426 Item_426 2.0 10.0
427 Item_427 2.0 10.0
428 Item_428 2.0 10.0
429 Item_429 2.0 10.0
430 Item_430 2.0 10.0
431 Item_431 2.0 10.0
432 Item_432 2.0 10.0
433 Item_433 2.0 10.0
434 Item_434 2.0 10.0
435 Item_435 2.0 10.0
436 Item_436 2.0 10.0
437 Item_437 2.0 10.0
438 Item_438 2.0 10.0
439 Item_439 2.0 10.0
440 Item_440 2.0 10.0
441 Item_441 2.0 10.0
442 Item_442 2.0 10.0
443 Item_443 2.0 10.0
444 Item_444 2.0 10.0
445 Item_445 2.0 10.0
446 Item_446 2.0 10.0
447 Item_447 2.0 10.0
448 Item_448 2.0 10.0
449 Item_449 2.0 10.0
450 Item_450 2.0 10.0
451 Item_451 2.0 10.0
452 Item_452 2.0 10.0
453 Item_453 2.0 10.0
454 Item_454 2.0 10.0
455 Item_455 2.0 10.0
456 Item_456 2.0 10.0
457 Item_457 2.0 10.0
458 Item_458 2.0 10.0
459 Item_459 2.0 10.0
460 Item_460 2.0 10.0
461 Item_461 2.0 10.0
462 Item_462 2.0 10.0
463 Item_463 2.0 10.0
464 Item_464 2.0 10.0
465 Item_465 2.0 10.0
